anz_pflichtige	steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p99	mean
513	1977.5	"CH"			2417384	7.65e+07	.363126		10.68697	12.43095	15.70294	17.34114	18.85151	21.85915	25.00926	28.30127	32.70522	35.58752	39.00648	51.6195	68.34688	147.4354	31.63978
532	1979.5	"CH"			2538815	8.33e+07	.3648677		10.77759	12.62329	16.18897	17.8258	19.50677	22.66096	25.88698	29.60253	34.2604	37.23153	40.98693	54.04914	71.47098	151.1201	32.8073
633	1981.5	"CH"			2662298	9.27e+07	.3722582		10.68374	12.75382	16.69877	18.61202	20.47646	24.06033	27.40862	31.56791	36.71698	40.05056	43.95955	58.15516	76.80809	160.4623	34.81658
788	1983.5	"CH"			2787078	1.03e+08	.3766207		11.32993	13.40705	17.57811	19.58396	21.52831	25.30428	28.95068	33.25864	38.68623	42.16405	46.52651	61.94967	82.26667	172.4589	36.99725
936	1985.5	"CH"			2901058	1.15e+08	.3788968		12.08573	14.24015	18.57321	20.67133	22.74021	26.66016	30.95872	35.71264	41.60069	45.43712	50.17605	66.8087	88.47428	184.144	39.62337
28687	1987.5	"CH"			3102803	1.28e+08	.3794204		11.26058	14.64989	19.40314	21.54036	23.71131	27.87726	32.20008	37.05317	43.07893	46.94164	51.75349	68.67874	91.18972	192.4844	41.41114
35763	1989.5	"CH"			3107909	1.44e+08	.3745958		12.04388	16.64998	22.36244	25.01413	26.99859	31.49691	36.17337	41.52837	48.23642	52.51459	57.84262	76.47861	101.3006		46.17918
43870	1991.5	"CH"			3222711	1.63e+08	.3758072		13.38306	18.05612	24.61329	27.09567	29.75591	34.56161	39.60563	45.54698	52.84806	57.54199	63.37356	83.66264	110.6677		50.60645
50603	1993.5	"CH"			3268548	1.82e+08	.3695064		15.71616	20.17682	27.24886	30.42324	33.08154	38.62704	44.36251	50.98277	59.19507	64.40317	70.95501	93.1267	121.4184		55.78638
0	1961.5	"FR"			18276	196115	.2870682		6.114214	6.295123	6.707972	6.945562	7.186914	7.742881	8.442324	9.363683	10.64052	11.48071	12.56384	16.53942	21.89093	44.1539	10.73074
1	1963.5	"FR"			20916	259715	.3123346		6.410369	7.040014	7.480063	7.732744	8.011764	8.642885	9.43575	10.46477	11.98722	12.96265	14.34292	19.26889	26.30519	53.9195	12.41705
1	1965.5	"FR"			21294	305428	.3294008		7.349	8.0531	8.553337	8.840497	9.141647	9.811432	10.69727	11.86768	13.53806	14.72172	16.29338	22.13518	31.36985	73.44734	14.34338
0	1967.5	"FR"			30916	459537.6	.3199119		7.501521	8.16434	8.759375	9.168262	9.482909	10.3218	11.33776	12.59456	14.40122	15.5955	17.30006	23.33594	31.94755	68.83044	14.86407
0	1969.5	"FR"			37576	602514	.318155		8.023965	8.392472	9.274762	9.665071	10.17908	11.17603	12.27796	13.68349	15.69946	17.14167	18.82765	25.49154	34.29908	72.64652	16.03454
0	1971.5	"FR"			38056	742146.9	.3085642	6.497596	10.08641	10.49039	11.4411	11.89622	12.44635	13.55508	14.84582	16.58486	19.04698	20.55589	22.57524	30.34946	40.96032	86.97752	19.50144
7	1973.5	"FR"			47312	1037189	.3206348	9.295826	10.33853	11.10146	12.41976	13.12998	13.70683	15.12919	16.61573	18.5238	21.20934	23.00594	25.2632	33.9403	45.83895	99.03074	21.92233
8	1975.5	"FR"			55975	1423580	.3157944	9.84735	10.89175	12.09661	14.25574	15.26972	16.26268	18.20092	20.20825	22.55425	25.69965	27.67893	30.38469	39.49737	51.68879	106.3774	25.43242
6	1977.5	"FR"			59642	1886284	.2931035	10.31441	12.63888	14.81577	18.12779	19.55334	21.09937	24.0622	26.74123	30.20902	34.05278	36.59188	39.65931	49.60657	61.80991	111.1736	31.62677
6	1979.5	"FR"			63729	1771265	.3295401		10.49209	11.85625	14.71189	16.22596	17.58314	20.26795	22.88208	25.91452	29.73959	32.20136	35.3799	45.8113	58.43925	107.9054	27.7937
8	1981.5	"FR"			68294	2027246	.3386179		10.56896	12.15595	15.29377	16.86513	18.44959	21.3808	24.29852	27.52862	31.80531	34.46563	37.7784	49.01844	62.93863	118.7985	29.68409
11	1983.5	"FR"			71743	2256783	.3358908		11.39891	13.03474	16.32685	17.88267	19.48207	22.55057	25.56561	28.89161	33.27985	36.16344	39.65367	51.86843	66.82697	130.0347	31.45649
16	1985.5	"FR"			75623	2591465	.3402733		12.13071	13.76621	17.4471	19.29709	21.11281	24.41555	27.56503	31.47843	36.37112	39.48152	43.44788	56.84107	73.41548	143.3527	34.26822
428	1987.5	"FR"			83894	2998222	.3419215		11.17393	13.48267	17.71037	20.04718	21.68338	25.57285	29.03683	32.97822	38.02175	41.33424	45.47684	59.28618	76.56538	149.3096	35.73822
604	1989.5	"FR"			83988	3427331	.3436919		12.18141	16.17386	21.35235	23.34555	25.48996	29.13642	32.92577	37.44229	43.19171	46.87508	51.41669	66.62849	86.64536	171.3311	40.80738
763	1991.5	"FR"			88913	3999082	.3437169		13.90716	17.73702	23.35313	25.82788	27.88668	32.09261	36.43037	41.37218	47.59746	51.58438	56.42244	72.58857	93.38178	185.7971	44.97747
891	1993.5	"FR"			92646	4671328	.34318		16.09581	19.79661	26.24665	28.86233	31.37142	36.2136	41.15386	46.7288	53.9292	58.4444	63.97863	82.39017	104.8372	196.4867	50.42125
13	1961.5	"GE"			83859	1208393	.3960512	6.000316	6.240931	6.571039	7.242528	7.558683	7.911937	8.653002	9.576369	10.79838	12.57054	13.75731	15.42871	22.2627	33.50695	85.18538	14.40982
24	1963.5	"GE"			93287	1553857	.4189277		6.889732	7.318659	8.090725	8.441055	8.832357	9.709334	10.78191	12.19006	14.1784	15.59813	17.53214	25.89262	40.15725	103.7478	16.65674
36	1965.5	"GE"			88872	1736574	.4254555		8.038263	8.463481	9.347763	9.786765	10.24624	11.26662	12.50713	14.13497	16.45599	18.10269	20.29689	29.84761	46.03632	119.7799	19.54017
32	1967.5	"GE"			89021	2012895	.4320498		8.251445	9.026085	10.25044	10.80722	11.46693	12.81151	14.45617	16.49795	19.42811	21.47244	24.17576	36.12761	54.68159	139.0721	22.61147
56	1969.5	"GE"			97922	2470569	.4330804	7.336072	8.639321	9.617114	11.335	12.13551	12.8273	14.47551	16.33325	18.63481	21.81809	24.14766	27.13119	39.14471	58.39586	151.7168	25.22997
72	1971.5	"GE"			103835	2996205	.415078	9.418567	10.62284	11.62646	13.42154	14.28948	15.16855	17.02386	19.11526	21.70052	25.44908	27.89295	31.29124	44.61259	66.20904	166.619	28.85544
93	1973.5	"GE"			109247	3545988	.4255067	9.791611	11.17552	12.47794	14.77116	15.80354	16.79313	18.88563	21.2747	24.23786	28.24622	31.14809	35.00212	50.63962	75.48816	194.0497	32.45845
100	1975.5	"GE"			119934	4311079	.4180274		11.24	13.15196	16.51251	18.10305	19.47283	22.27854	25.27839	28.74251	33.47336	36.66769	40.84768	57.44976	82.45408	201.8331	35.94543
84	1977.5	"GE"			126094	4903117	.4094034		11.2097	13.36736	17.46948	19.45127	21.3428	24.84405	28.40035	32.74295	38.24682	41.94365	46.74553	64.57789	89.45212	202.5135	38.88462
86	1979.5	"GE"			131218	5299877	.4082504		11.30535	13.54038	18.05766	20.16026	22.16707	25.83322	29.83022	34.4088	40.42986	44.20164	49.21683	67.9072	94.71597	203.4408	40.38986
106	1981.5	"GE"			134252	5884809	.4123559		11.72874	14.33596	19.28369	21.58955	23.7554	27.63784	32.01493	37.10504	43.61875	47.90465	53.41169	74.14525	103.4648	221.3912	43.83405
141	1983.5	"GE"			147990	6954389	.4291042		11.74859	13.85002	19.35095	22.01151	24.45687	28.97648	33.70058	39.26766	46.32557	50.98885	57.03787	80.19241	111.8565	245.1632	46.99229
170	1985.5	"GE"			150758	7813405	.4305635		13.15057	15.50819	21.30144	24.17355	26.57998	31.68941	36.91431	42.9076	50.74575	55.88944	62.49486	87.33953	122.5067	270.9128	51.82747
3264	1987.5	"GE"			156560	9146684	.4461384	10.76226	15.15128	17.56456	23.29011	26.22223	28.98381	34.20796	39.67469	45.93052	53.90101	59.30999	66.30401	92.3811	130.1896		58.42287
3807	1989.5	"GE"			157687	9669554	.4200093	10.83657	15.68807	19.72351	26.19033	29.30138	32.15808	37.82687	43.67201	50.57729	59.34035	65.22166	72.63182	100.52	140.2202		61.32119
4228	1991.5	"GE"			163991	1.07e+07	.4174337	11.24113	16.4283	20.80892	28.00333	31.33107	34.4981	40.64634	46.83254	54.04515	63.4454	69.53873	77.50774	106.8659	147.1479		65.25854
4476	1993.5	"GE"			162467	1.13e+07	.4059114	13.15817	17.64113	21.98661	30.31827	33.87073	37.37657	44.22345	51.27645	59.19912	69.18224	75.72121	84.10934	114.3463	154.8389		69.25396
0	1961.5	"GL"			7057	82086	.3276344		6.161725	6.396489	6.939342	7.177507	7.420205	7.992529	8.637348	9.484672	10.62414	11.40648	12.49805	16.97373	24.36219	59.79466	11.63186
0	1963.5	"GL"			7935	101754	.3255041		6.674514	7.162806	7.684408	7.986153	8.25182	8.870407	9.588919	10.4845	11.76001	12.65756	13.90134	18.74149	27.17943	71.10814	12.82344
0	1965.5	"GL"			8112	118880	.3395301		7.544071	8.146798	8.706399	9.024293	9.32167	10.01857	10.77035	11.74393	13.13218	14.15244	15.48682	20.98619	30.8198	83.86285	14.65483
0	1967.5	"GL"			10246	156640.8	.3278705		7.778422	8.295024	9.107069	9.443679	9.817291	10.64038	11.63127	12.75903	14.32661	15.36349	16.66976	21.85684	30.69482	83.62274	15.288
0	1969.5	"GL"			11121	188461.7	.3308769		8.128242	8.612802	9.653363	10.2114	10.66561	11.74606	13.03743	14.37404	16.18702	17.3285	18.81684	24.64595	34.02207	87.83423	16.94647
1	1971.5	"GL"			11358	229725.6	.3145422		10.16461	10.72838	12.02212	12.54095	13.18869	14.42442	15.76304	17.33212	19.31656	20.60795	22.44458	28.90978	39.25191	105.9373	20.22588
1	1973.5	"GL"			11823	271623.5	.3232208	9.272959	10.4802	11.38521	13.08799	13.83369	14.61025	16.24243	17.83105	19.76326	22.22349	23.71673	25.92322	33.71233	45.16322	121.5581	22.97416
4	1975.5	"GL"			13820	375917.3	.3276588	10.01571	11.1787	12.38257	14.7847	16.08413	17.30244	19.51333	21.78274	24.40429	27.34184	29.26579	31.81082	40.99313	53.28276	123.6388	27.20096
1	1977.5	"GL"			14586	415024.9	.3162116	10.14513	11.41155	12.71856	15.35981	16.70741	18.07871	20.78765	23.43943	26.27912	29.79013	31.97479	34.70076	43.99739	56.70771	124.9802	28.45365
1	1979.5	"GL"			15138	444210.6	.3206154	10.04402	11.36252	12.7626	15.56406	17.11145	18.529	21.38915	24.26018	27.32409	31.32093	33.62879	36.63847	46.16922	58.28973	124.4755	29.34407
0	1981.5	"GL"			15540	479213.5	.3284176		11.39073	12.88379	15.84462	17.52658	19.22225	22.46794	25.66568	29.00122	33.26043	35.97227	39.0644	49.5119	61.94957	124.8966	30.83742
0	1983.5	"GL"			16284	525904.3	.3261276	10.04195	11.87156	13.48524	16.76517	18.49329	20.23469	23.59679	26.75678	30.50009	34.85292	37.4367	40.76691	52.31618	66.18178	129.0106	32.29577
1	1985.5	"GL"			16865	580150.7	.3396726		12.16938	13.88781	17.5064	19.38947	21.32793	25.03187	28.52644	32.54941	37.43256	40.55954	44.10795	56.71834	71.61447	136.823	34.39968
104	1987.5	"GL"			18273	660759.9	.3234483	10.08304	12.10906	15.20016	18.79819	20.77351	22.49081	26.25098	30.11508	34.0037	38.96251	42.02615	45.82083	58.21716	73.2468	143.2427	36.16045
117	1989.5	"GL"			18773	769845.7	.3109045	10.592	15.29987	17.97969	22.41667	24.47541	26.31587	30.26472	33.97252	38.38023	44.00199	47.43689	51.51615	65.65742	82.38747	157.2415	41.00813
153	1991.5	"GL"			19291	861225.6	.3208623		15.65908	19.1936	24.40153	26.53613	28.65559	32.73102	37.02451	41.92326	47.86435	51.58284	56.16695	71.0183	89.68051	179.394	44.64391
171	1993.5	"GL"			19146	948386.5	.3157302		17.38695	21.38943	27.1429	29.73948	31.97413	36.67044	41.50512	46.83656	53.27792	57.41568	62.38176	79.27181	99.60307	190.2277	49.53445
0	1961.5	"GR"			19772	235425	.3366883		6.113838	6.319247	6.790928	7.05432	7.310934	7.918519	8.661134	9.692304	11.19636	12.29646	13.76936	19.29296	27.8956	60.82664	11.90699
0	1963.5	"GR"			22250	304437	.3532885		6.381365	7.062858	7.572369	7.866975	8.171556	8.856401	9.729342	10.88462	12.63971	13.91609	15.53813	22.28194	33.12616	75.35332	13.68256
1	1965.5	"GR"			25283	406549	.3752709		7.203611	8.073784	8.704862	9.061388	9.41194	10.22963	11.24323	12.61464	14.57852	15.9604	17.93127	26.21367	39.56306	94.23199	16.07994
1	1967.5	"GR"			33493	564727.8	.3723668		7.23627	8.179239	9.072171	9.446704	9.864202	10.83647	12.03438	13.4412	15.4936	16.898	18.81965	27.32795	40.80794	97.87887	16.86107
2	1969.5	"GR"			40330	721136.1	.3780727		7.064871	8.251061	9.373468	9.89601	10.48212	11.63713	13.01334	14.57373	16.8176	18.49887	20.56533	28.91494	42.46859	102.1909	17.88089
5	1971.5	"GR"			40978	870261.4	.3763438			10.17618	11.38217	12.04647	12.5864	13.87298	15.40322	17.3013	19.88324	21.75501	24.19829	33.85175	48.51991	120.7248	21.23728
6	1973.5	"GR"			49541	1168338	.3977057			10.10795	11.8858	12.77492	13.62626	15.33357	17.1676	19.32553	22.33037	24.38878	27.12753	38.08162	55.03852	134.8503	23.58325
8	1975.5	"GR"			58557	1603446	.4054417			10.35805	13.16003	14.43492	15.70662	18.17605	20.50565	23.27402	26.72912	29.03831	32.15844	43.60039	60.17065	143.7446	27.38266
8	1977.5	"GR"			64595	1804874	.3917306			10.05316	13.16765	14.63465	16.18818	19.23506	22.17794	25.43778	29.46538	32.1161	35.50515	46.94822	62.11518	136.4701	27.94139
8	1979.5	"GR"			69855	1982835	.3995058			7.827545	12.88839	14.58643	16.28083	19.49416	22.57821	26.00294	30.48355	33.10252	36.55985	48.34312	63.45082	136.1893	28.38502
6	1981.5	"GR"			74848	2212347	.4058369			6.591547	12.83483	14.72281	16.60335	20.27792	23.72955	27.41329	32.1813	35.29495	38.86722	51.82253	68.56831	143.5731	29.55786
9	1983.5	"GR"			77786	2460961	.4111926			6.779132	13.68922	15.65641	17.64987	21.54334	25.27305	29.12068	34.11553	37.27654	41.25919	55.26925	73.59102	160.4758	31.63758
11	1985.5	"GR"			81414	2729161	.4105707			7.219056	14.48338	16.54241	18.64013	22.75756	26.6173	31.01917	36.416	40.01974	44.21173	58.74141	78.0141	166.6754	33.522
639	1987.5	"GR"			86967	3025053	.4046749				15.15637	17.11934	19.49978	23.62922	27.72588	32.21481	37.68407	41.21234	45.59457	60.35181	80.18551	171.9473	34.78392
811	1989.5	"GR"			85803	3403431	.3983133			10.07175	17.79452	20.72211	22.87961	27.30429	31.74571	36.6912	42.99339	46.9323	51.69714	68.11873	90.11205	194.4008	39.66564
995	1991.5	"GR"			88156	3879926	.4028536			10.76087	19.86376	22.57043	25.49135	30.35306	35.11308	40.438	47.24806	51.57477	56.85399	75.26145	100.1114		44.01204
1232	1993.5	"GR"			91252	4484885	.3998019			12.30544	21.70752	25.39322	28.15698	33.8532	39.50383	45.85184	53.73488	58.73039	64.78321	86.24673	111.7257		49.14834
5	1977.5	"JU"			22690	610624.6	.3262588	9.305411	11.01871	12.15378	14.40854	15.53969	16.74161	19.20669	21.70945	24.61038	28.01803	30.33931	32.82769	42.11339	53.9267	97.0436	26.91162
3	1979.5	"JU"			23799	642882	.3175062		10.78322	12.12053	14.50446	15.74723	17.18919	19.70733	22.49323	25.68519	29.46175	31.72714	34.45647	43.55512	55.22021	101.1098	27.01298
3	1981.5	"JU"			24685	716139	.3217459	9.273478	11.14857	12.4573	15.17732	16.52837	18.04059	21.12022	24.1471	27.31468	31.49915	34.03104	37.09073	46.97686	59.74482	108.7416	29.0111
3	1983.5	"JU"			25214	759988.6	.3161752	9.214871	11.61877	13.1409	16.12518	17.58881	19.11996	22.09255	25.10719	28.20109	32.39687	35.16243	38.18383	48.40572	61.12221	113.0472	30.14153
6	1985.5	"JU"			26255	836852.6	.3204206	9.01389	12.23201	13.71384	16.78221	18.4207	20.02941	23.09329	26.21209	30.04841	34.41072	37.15028	40.57842	51.51526	65.06773	116.1194	31.87403
86	1987.5	"JU"			28558	951686.7	.321813	10.00401	11.39815	13.52424	17.14931	18.93693	20.72403	24.06213	27.48171	31.40163	36.08953	38.90135	42.35361	53.26403	67.13242	117.783	33.3247
99	1989.5	"JU"			27488	1024822	.3077381		12.65668	16.0574	20.78384	22.38062	24.22351	27.66492	31.49025	35.80713	40.92519	43.92511	47.60602	59.33941	73.95569	130.1648	37.28251
141	1991.5	"JU"			28443	1163299	.3157757		14.31216	17.29458	22.18255	24.4488	26.3397	30.32416	34.26053	38.87961	44.66213	48.16156	52.30655	65.5405	82.09728	146.7764	40.89931
152	1993.5	"JU"			29284	1294197	.3074232		15.98237	18.89299	24.51943	26.6113	28.70487	33.08946	37.7096	42.83962	48.95269	52.78303	57.49786	71.58401	93.13524	149.4095	44.19468
1	1961.5	"LU"			38240	440253	.3215466		6.119181	6.321717	6.786443	7.04706	7.300299	7.89948	8.641014	9.626053	11.00128	11.92947	13.13973	17.76739	24.82936	56.35619	11.51289
1	1963.5	"LU"			41385	532645	.3311737		6.367445	7.054262	7.537775	7.816626	8.114557	8.780327	9.620139	10.75309	12.3494	13.42269	14.79227	19.99898	27.88069	65.53682	12.87048
3	1965.5	"LU"			42665	657116	.3236479	7.124701	7.914385	8.242565	8.845364	9.169477	9.506897	10.28692	11.24524	12.52446	14.31723	15.51313	17.15919	23.62748	33.36396	78.8942	15.40176
3	1967.5	"LU"			56036	899615	.3202939	7.172282	8.072865	8.397133	9.196285	9.54012	10.01911	10.80685	11.83335	13.27238	15.21453	16.46417	18.16002	24.63283	33.91125	79.87469	16.05423
6	1969.5	"LU"			67721	1188370	.3312326	7.248449	8.209781	8.71313	9.737145	10.2853	10.75146	11.79914	13.08485	14.52082	16.6326	18.0948	19.87452	26.80518	36.83417	88.11689	17.54803
7	1971.5	"LU"			68481	1460750	.3308544	9.285503	10.25022	10.79356	12.01932	12.49691	13.1094	14.26836	15.64752	17.46801	19.87832	21.61579	23.8762	32.57749	45.78256	112.1525	21.33073
11	1973.5	"LU"			81579	1912757	.3537491		10.24318	11.16859	12.8185	13.6008	14.37283	15.84875	17.53502	19.51318	22.25916	24.09672	26.51457	35.89344	50.1426	125.5124	23.44669
19	1975.5	"LU"			93972	2575280	.3552393		10.70598	12.13914	14.62113	15.77683	16.88771	19.07048	21.19619	23.63676	26.84872	28.94596	31.76587	41.83861	55.9608	129.4581	27.40476
16	1977.5	"LU"			100981	2890309	.3470216		10.60135	12.14704	15.0363	16.41137	17.75161	20.45677	23.14345	26.05423	29.85543	32.27653	35.43082	46.28312	60.17096	125.5865	28.62231
11	1979.5	"LU"			107494	3145240	.3516229		10.45099	12.11941	15.15573	16.64624	18.16133	21.00752	23.70481	26.77744	30.8867	33.38823	36.68933	47.94225	62.12576	128.6244	29.25967
15	1981.5	"LU"			113338	3510974	.3599195		10.23194	12.14919	15.60963	17.42136	19.162	22.31586	25.33839	28.58714	33.00967	35.90934	39.31696	51.34605	66.30394	137.2849	30.97791
20	1983.5	"LU"			118099	3886927	.362033		11.00358	12.77506	16.55102	18.37736	20.17704	23.53343	26.65156	30.40579	35.0153	37.84899	41.61122	54.31192	70.55675	145.332	32.91245
26	1985.5	"LU"			123626	4364243	.3710016		11.30522	13.38308	17.26367	19.21283	21.13072	24.73096	28.23545	32.36641	37.49752	40.85616	45.0544	59.11428	76.45261	159.3573	35.30198
930	1987.5	"LU"			132599	4870997	.3786872		10.11741	12.69374	17.46876	19.76604	21.59889	25.62288	29.34394	33.54963	38.82076	42.20928	46.4421	60.56325	78.22586	163.0825	36.73479
1130	1989.5	"LU"			135704	5571108	.3684137			15.22025	20.95294	22.99931	25.32474	29.19194	33.24578	37.95723	43.92737	47.66338	52.29945	67.81764	91.9304	181.9192	41.05338
1314	1991.5	"LU"			138482	6262669	.3642624		10.34379	16.48778	22.88292	25.66063	27.86917	32.36184	36.8733	41.99777	48.58224	52.71547	57.789	74.70795	96.29354	194.901	45.2237
1669	1993.5	"LU"			146226	7330731	.3655385			17.83705	25.63079	28.3782	31.15843	36.25774	41.34122	47.01679	54.25814	58.85648	64.6424	83.59131	107.1764		50.13288
0	1961.5	"NE"			41164	459707	.2936067		6.160212	6.396567	6.943326	7.185757	7.435619	8.024335	8.740027	9.628422	10.79173	11.55347	12.52326	16.13251	21.55216	52.47792	11.1677
0	1963.5	"NE"			38739	512126	.3209462		6.628558	7.182147	7.80248	8.137115	8.472902	9.24725	10.15997	11.23972	12.64113	13.54838	14.73658	19.41203	26.79316	67.69389	13.21991
2	1965.5	"NE"			40147	602617	.3243898		7.619984	8.209457	8.905211	9.262288	9.64295	10.4854	11.47784	12.68268	14.23432	15.25839	16.61918	21.98254	30.42141	76.72161	15.01026
1	1967.5	"NE"			49171	802307.1	.329598		7.892242	8.379582	9.302247	9.72601	10.25699	11.30071	12.50344	14.03103	15.7914	17.04896	18.47619	24.18605	33.1754	80.80625	16.31667
1	1969.5	"NE"			54083	989609.8	.3369243		8.135394	8.724549	10.06082	10.5982	11.26247	12.5583	14.14105	15.8617	18.15038	19.50765	21.29525	27.75652	37.77835	89.36723	18.29798
3	1971.5	"NE"			52423	1129143	.3345525		10.07425	10.71897	12.17573	12.79274	13.49841	15.04084	16.71694	18.77125	21.30846	22.78779	24.69325	32.19328	43.85459	106.2428	21.53907
10	1973.5	"NE"			55677	1289269	.336162		10.28369	11.22416	13.00376	13.72478	14.54006	16.21825	18.0083	20.05702	22.67396	24.39277	26.55232	34.71978	47.72769	112.2569	23.15623
11	1975.5	"NE"			60761	1639894	.3327844		10.88119	12.26933	14.70189	15.8529	17.05818	19.24612	21.53195	24.26423	27.51475	29.68935	32.21899	41.28472	54.2336	122.617	26.98925
7	1977.5	"NE"			60528	1748646	.3157185	10.06476	11.34625	12.79092	15.66311	17.12156	18.39349	21.09723	23.74684	26.73271	30.66065	32.85752	35.75614	45.31537	58.18178	119.2414	28.88987
